Shift,Material,Department,Machine,Process Type,Outside Process,Outside Process Type,Hardware,Hardware Type,Deburr,Total Parts,Defect Count,Defect Rate,Thread,Defect Type,Possible Cause,Production Cost
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Small_Wia,Surface_Finish_Critical,No,None,Yes,Hinge,Manually Deburred,1906,71,3.7,No,Incorrect_Hole_Size,Programming_Error,1080
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,1136,5,0.45,No,Out_Of_Tolerance,Part_Lifted_On_Machine,150
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Small_Wia,Standard,No,None,No,None,Part_Deburred_On_Machine,1823,49,2.69,Yes,Incorrect_Depth,Material_Defect,722
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,Standard,Yes,Zinc_Plating,Yes,Hinge,Part_Deburred_On_Machine,584,26,4.5,No,Damage_To_Surface,Operator_Mistake,773
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,2985,77,2.59,No,Incorrect_Hole_Size,Tool_On_Machine_Broke,1136
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Nickel_Plating,No,None,Part_Deburred_On_Machine,311,8,2.64,Yes,Burrs_In_Part,Tool_On_Machine_Broke,489
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,No,None,No,None,Manually Deburred,782,28,3.57,Yes,Thread_Defect,Measurement_Error,471
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_1,Secondary_Operation,Yes,Passivation,No,None,Part_Deburred_On_Machine,2381,83,3.47,No,Dent,Incorrect_Tool_Used,1464
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,Standard,No,None,No,None,Manually Deburred,2412,62,2.59,No,Missing_Feature,Machine_Broke_Down,913
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,241,0,0.12,No,None,None,135
First 6:00AM-2:30PM,6061 Aluminum,Mill,NFX400A,High_Precision,No,None,Yes,Screw,Part_Deburred_On_Machine,1865,77,4.13,Yes,Thread_Defect,Tool_On_Machine_Broke,1136
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,Yes,Passivation,Yes,Dowel_Pins,Manually Deburred,1680,37,2.21,No,Burrs_In_Part,Operator_Mistake,938
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,NFX400A,High_Precision,Yes,White_Paint,No,None,Manually Deburred,2786,139,4.97,No,Scratches,Operator_Mistake,2214
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_1,Tight_Tolerance,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,324,13,3.9,No,Material_Cut_Too_Small,Tool_On_Machine_Broke,554
Second 1:30PM to 9:30PM,Steel,Lathe,Big_Wia,Secondary_Operation,No,None,No,None,Manually Deburred,2380,3,0.13,Yes,Incorrect_Depth,Tool_On_Machine_Broke,146
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Small_Wia,Standard,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,2022,10,0.49,No,Dent,Incorrect_Revision_Level,537
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Small_Wia,High_Precision,Yes,White_Paint,Yes,Hinge,Part_Deburred_On_Machine,348,11,3.28,Yes,Thread_Defect,Tool_On_Machine_Broke,578
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,YCM_1,Standard,No,None,No,None,Manually Deburred,1690,72,4.24,Yes,Damage_To_Surface,Part_Lifted_On_Machine,1043
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,NFX400A,High_Precision,No,None,Yes,Fasteners,Manually Deburred,1086,2,0.22,No,Incorrect_Depth,Tool_On_Machine_Broke,183
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Miyano_BND,Standard,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,2288,43,1.88,No,Scratches,Careless_Deburring,694
Second 1:30PM to 9:30PM,Steel,Mill,Doosan_HC400_II,High_Precision,Yes,Colored_Hard_Anodize,Yes,Bolts,Manually Deburred,456,10,2.17,Yes,Damage_To_Surface,Incorrect_Print,587
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_1,Surface_Finish_Critical,No,None,No,None,Manually Deburred,904,15,1.69,No,Incorrect_Hole_Size,Tool_On_Machine_Broke,302
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Samsung_SL15E,Tight_Tolerance,Yes,Nickel_Plating,Yes,Hinge,Part_Deburred_On_Machine,2881,5,0.17,No,Burrs_In_Part,Tool_On_Machine_Broke,500
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Samsung_SL15E,Standard,No,None,Yes,Screw,Manually Deburred,375,3,0.84,Yes,Burrs_In_Part,Tool_On_Machine_Broke,196
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_3,High_Precision,Yes,Passivation,Yes,Bolts,Part_Deburred_On_Machine,743,20,2.66,No,Out_Of_Tolerance,Incorrect_Tool_Used,695
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,Yes,White_Paint,Yes,Fasteners,Part_Deburred_On_Machine,1519,0,0.03,No,None,None,435
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Colored_Paint,No,None,Manually Deburred,1413,58,4.08,Yes,Scratches,Careless_Deburring,1161
First 6:00AM-2:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Tight_Tolerance,Yes,Nickel_Plating,No,None,Part_Deburred_On_Machine,1259,61,4.87,No,Incorrect_Engraving,Part_Lifted_On_Machine,1178
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,2717,91,3.34,No,Burrs_In_Part,Tool_On_Machine_Broke,1568
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Secondary_Operation,No,None,Yes,Fasteners,Manually Deburred,323,5,1.48,Yes,Damage_To_Surface,Incorrect_Print,222
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,Tight_Tolerance,No,None,Yes,Screw,Manually Deburred,553,0,0.02,No,None,None,157
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,Yes,Colored_Paint,Yes,Fasteners,Part_Deburred_On_Machine,614,5,0.79,Yes,Material_Cut_Too_Small,Tool_On_Machine_Broke,500
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Samsung_SL15E,High_Precision,Yes,Electroless_Nickel_Plating,Yes,Fasteners,Part_Deburred_On_Machine,1995,75,3.77,No,Material_Cut_Too_Small,Incorrect_Tool_Used,1410
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,No,None,Manually Deburred,581,23,3.89,No,Incorrect_Engraving,Operator_Mistake,406
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Miyano_BND,Standard,No,None,Yes,Bolts,Manually Deburred,561,14,2.57,Yes,Thread_Defect,Incorrect_Tool_Used,339
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,612,26,4.32,No,Burrs_In_Part,Operator_Mistake,745
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Small_Wia,Secondary_Operation,Yes,White_Paint,Yes,Hinge,Manually Deburred,1897,23,1.19,No,Incorrect_Hole_Size,Programming_Error,756
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,Yes,White_Paint,Yes,Dowel_Pins,Part_Deburred_On_Machine,226,7,2.97,Yes,Incorrect_Depth,Programming_Error,526
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,High_Precision,No,None,Yes,Hinge,Part_Deburred_On_Machine,1871,40,2.15,Yes,Burrs_In_Part,Incorrect_Tool_Used,655
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,Yes,Chem_Film,No,None,Manually Deburred,2079,101,4.86,No,Burrs_In_Part,Careless_Deburring,1720
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Samsung_SL15E,Tight_Tolerance,No,None,Yes,Hinge,Manually Deburred,2152,6,0.26,No,Missing_Feature,Programming_Error,235
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,Tight_Tolerance,No,None,No,None,Manually Deburred,1488,51,3.44,Yes,Dent,Material_Defect,770
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_3,Tight_Tolerance,Yes,Nickel_Plating,Yes,Bolts,Part_Deburred_On_Machine,2857,76,2.65,No,Out_Of_Tolerance,Tool_On_Machine_Broke,1423
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Small_Wia,Tight_Tolerance,Yes,Clear_Chromate,Yes,Fasteners,Manually Deburred,153,1,0.58,Yes,Material_Cut_Too_Small,Tool_On_Machine_Broke,470
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,Matsuura_MAM72,Secondary_Operation,Yes,White_Paint,Yes,Bolts,Manually Deburred,85,4,4.41,Yes,Incorrect_Engraving,Material_Defect,509
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Matsuura_MAM72,Standard,No,None,Yes,Bolts,Part_Deburred_On_Machine,1550,60,3.89,No,Incorrect_Depth,Careless_Deburring,915
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,2738,38,1.41,No,Incorrect_Depth,Incorrect_Print,579
First 6:00AM-2:30PM,303 Stainless Steel,Mill,NFX400A,Standard,No,None,No,None,Part_Deburred_On_Machine,970,18,1.89,No,Incorrect_Depth,Part_Lifted_On_Machine,319
First 6:00AM-2:30PM,6063 Aluminum,Mill,NFX400A,High_Precision,No,None,No,None,Part_Deburred_On_Machine,1894,57,3.02,No,Out_Of_Tolerance,Incorrect_Revision_Level,826
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_1,Surface_Finish_Critical,No,None,Yes,Hinge,Part_Deburred_On_Machine,698,4,0.61,Yes,Thread_Defect,Improper_Setup,187
First 6:00AM-2:30PM,Steel,Mill,YCM_2,Tight_Tolerance,No,None,No,None,Manually Deburred,1477,13,0.87,Yes,Material_Cut_Too_Small,Part_Lifted_On_Machine,276
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Big_Wia,Standard,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,2658,92,3.48,Yes,Damage_To_Surface,Incorrect_Tool_Used,1603
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_2,High_Precision,No,None,Yes,Dowel_Pins,Manually Deburred,795,39,4.87,No,Material_Cut_Too_Small,Loaded_Part_On_Wrong_Size,664
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,No,None,Yes,Dowel_Pins,Manually Deburred,1628,75,4.63,No,Out_Of_Tolerance,Damaged_When_Shipped_To_Customer,1132
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,No,None,Yes,Screw,Manually Deburred,1838,5,0.26,No,Out_Of_Tolerance,Incorrect_Tool_Used,222
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_1,Standard,Yes,Nickel_Plating,No,None,Manually Deburred,1944,44,2.28,Yes,Incorrect_Engraving,Material_Defect,979
First 6:00AM-2:30PM,Steel,Mill,NFX400A,Tight_Tolerance,Yes,Zinc_Plating,Yes,Bolts,Manually Deburred,1143,37,3.24,No,Missing_Feature,Loaded_Part_On_Wrong_Size,938
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Miyano_BND,Standard,Yes,Zinc_Plating,Yes,Dowel_Pins,Part_Deburred_On_Machine,1103,2,0.19,No,Incorrect_Depth,Measurement_Error,461
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,Tight_Tolerance,No,None,Yes,Hinge,Manually Deburred,1511,27,1.78,Yes,Dent,Material_Defect,508
Second 1:30PM to 9:30PM,Steel,Lathe,Samsung_SL15E,Secondary_Operation,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,1970,2,0.11,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,161
First 6:00AM-2:30PM,6061 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,2380,8,0.35,Yes,Out_Of_Tolerance,Damaged_When_Shipped_To_Customer,189
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,High_Precision,Yes,Clear_Hard_Anodize,Yes,Hinge,Part_Deburred_On_Machine,1528,9,0.61,Yes,Thread_Defect,Measurement_Error,552
Second 1:30PM to 9:30PM,Steel,Mill,Doosan_HC400_II,Tight_Tolerance,Yes,White_Paint,Yes,Hinge,Manually Deburred,1568,68,4.31,No,Material_Cut_Too_Small,Careless_Deburring,1341
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_3,Standard,Yes,Zinc_Plating,Yes,Screw,Manually Deburred,2917,13,0.46,Yes,Incorrect_Hole_Size,Programming_Error,626
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_3,Tight_Tolerance,Yes,Zinc_Plating,Yes,Fasteners,Part_Deburred_On_Machine,1251,45,3.62,No,Incorrect_Depth,Operator_Mistake,1020
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,Doosan_HC400_II,Tight_Tolerance,Yes,Beadblast,Yes,Fasteners,Part_Deburred_On_Machine,986,35,3.56,No,Material_Cut_Too_Small,Programming_Error,890
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_1,Surface_Finish_Critical,Yes,Beadblast,No,None,Manually Deburred,2741,12,0.43,Yes,Scratches,Careless_Deburring,563
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,Yes,Passivation,No,None,Manually Deburred,1294,42,3.27,No,Burrs_In_Part,Incorrect_Tool_Used,953
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Small_Wia,Secondary_Operation,No,None,Yes,Screw,Manually Deburred,1849,34,1.86,Yes,Missing_Feature,Improper_Setup,599
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Big_Wia,Standard,Yes,Chem_Film,No,None,Manually Deburred,744,36,4.84,Yes,Incorrect_Depth,Part_Lifted_On_Machine,875
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Tight_Tolerance,No,None,No,None,Manually Deburred,2140,1,0.04,Yes,Out_Of_Tolerance,Machine_Broke_Down,120
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_2,High_Precision,Yes,Clear_Chromate,No,None,Manually Deburred,551,19,3.52,No,Incorrect_Depth,Material_Defect,654
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Big_Wia,Secondary_Operation,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,105,3,2.75,No,Out_Of_Tolerance,Damaged_When_Shipped_To_Customer,424
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,Tight_Tolerance,No,None,Yes,Bolts,Manually Deburred,731,26,3.62,No,Out_Of_Tolerance,Material_Defect,495
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_3,Tight_Tolerance,Yes,Clear_Chromate,Yes,Fasteners,Part_Deburred_On_Machine,1629,40,2.46,No,Incorrect_Engraving,Careless_Deburring,955
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,High_Precision,Yes,Zinc_Plating,Yes,Hinge,Part_Deburred_On_Machine,2288,9,0.4,No,Incorrect_Hole_Size,Improper_Setup,552
First 6:00AM-2:30PM,6061 Aluminum,Mill,NFX400A,Surface_Finish_Critical,Yes,Gold_Anodize,Yes,Bolts,Part_Deburred_On_Machine,467,16,3.44,Yes,Missing_Feature,Incorrect_Tool_Used,643
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,Surface_Finish_Critical,No,None,Yes,Hinge,Manually Deburred,1512,49,3.23,No,Damage_To_Surface,Material_Defect,794
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Small_Wia,High_Precision,Yes,Grinding,No,None,Manually Deburred,2686,56,2.09,No,Out_Of_Tolerance,Damaged_When_Shipped_To_Customer,1135
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Manually Deburred,2149,75,3.5,Yes,Burrs_In_Part,Tool_On_Machine_Broke,1082
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,No,None,Yes,Bolts,Manually Deburred,2804,84,3.0,Yes,Out_Of_Tolerance,Tool_On_Machine_Broke,1249
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Passivation,No,None,Part_Deburred_On_Machine,2283,75,3.29,Yes,Damage_To_Surface,Damaged_When_Shipped_To_Customer,1360
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Samsung_SL15E,High_Precision,Yes,Electroless_Nickel_Plating,Yes,Fasteners,Manually Deburred,1608,29,1.82,Yes,Dent,Loaded_Part_On_Wrong_Size,834
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Standard,Yes,Chem_Film,Yes,Bolts,Manually Deburred,1156,22,1.88,Yes,Incorrect_Engraving,Machine_Broke_Down,743
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_1,High_Precision,Yes,Chem_Film,Yes,Dowel_Pins,Manually Deburred,2734,16,0.58,Yes,Material_Cut_Too_Small,Incorrect_Print,665
First 6:00AM-2:30PM,7075 Aluminum,Mill,Matsuura_MAM72,Standard,No,None,No,None,Part_Deburred_On_Machine,2764,65,2.36,Yes,Out_Of_Tolerance,Improper_Setup,930
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Passivation,No,None,Manually Deburred,1801,71,3.96,Yes,Incorrect_Depth,Machine_Broke_Down,1330
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Big_Wia,Standard,No,None,Yes,Screw,Part_Deburred_On_Machine,765,25,3.31,No,Incorrect_Hole_Size,Tool_On_Machine_Broke,460
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,847,10,1.23,No,Burrs_In_Part,Incorrect_Tool_Used,215
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Miyano_BND,Standard,No,None,Yes,Bolts,Part_Deburred_On_Machine,1039,14,1.34,Yes,Scratches,Operator_Mistake,317
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_1,Surface_Finish_Critical,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,1935,80,4.12,No,Incorrect_Engraving,Measurement_Error,1175
Second 1:30PM to 9:30PM,Steel,Mill,YCM_3,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,938,38,4.09,Yes,Incorrect_Depth,Incorrect_Print,579
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,High_Precision,Yes,Passivation,Yes,Fasteners,Part_Deburred_On_Machine,431,8,1.77,Yes,Material_Cut_Too_Small,Machine_Broke_Down,539
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Big_Wia,Surface_Finish_Critical,No,None,No,None,Manually Deburred,1580,31,1.95,Yes,Burrs_In_Part,Operator_Mistake,510
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,Tight_Tolerance,Yes,Heat_Treatment,No,None,Part_Deburred_On_Machine,74,4,4.85,Yes,Out_Of_Tolerance,Incorrect_Revision_Level,437
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_3,Standard,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,1356,61,4.53,No,Out_Of_Tolerance,Damaged_When_Shipped_To_Customer,1200
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_2,Secondary_Operation,No,None,Yes,Hinge,Manually Deburred,1235,48,3.86,No,Scratches,Damaged_When_Shipped_To_Customer,781
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_3,High_Precision,No,None,Yes,Bolts,Part_Deburred_On_Machine,1920,1,0.06,Yes,Scratches,Damaged_When_Shipped_To_Customer,148
Second 1:30PM to 9:30PM,Steel,Mill,YCM_1,High_Precision,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,2784,68,2.44,No,Damage_To_Surface,Damaged_When_Shipped_To_Customer,1291
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,Secondary_Operation,No,None,Yes,Bolts,Manually Deburred,521,20,3.82,Yes,Missing_Feature,Part_Lifted_On_Machine,417
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Big_Wia,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1904,62,3.27,Yes,Scratches,Operator_Mistake,941
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,Tight_Tolerance,No,None,No,None,Manually Deburred,602,27,4.43,Yes,Dent,Careless_Deburring,458
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Small_Wia,Secondary_Operation,Yes,Passivation,Yes,Screw,Manually Deburred,623,14,2.31,Yes,Material_Cut_Too_Small,Part_Lifted_On_Machine,639
Second 1:30PM to 9:30PM,Steel,Mill,NFX400A,Standard,Yes,Heat_Treatment,No,None,Part_Deburred_On_Machine,2501,57,2.29,Yes,Dent,Measurement_Error,1126
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,Yes,Bolts,Manually Deburred,1937,30,1.55,No,Incorrect_Engraving,Part_Lifted_On_Machine,547
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,1240,49,3.93,No,Material_Cut_Too_Small,Machine_Broke_Down,722
First 6:00AM-2:30PM,6061 Aluminum,Mill,NFX400A,Secondary_Operation,Yes,Chem_Film,No,None,Manually Deburred,2154,13,0.61,Yes,Missing_Feature,Operator_Mistake,576
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,Secondary_Operation,No,None,Yes,Bolts,Manually Deburred,447,18,3.96,No,Scratches,Careless_Deburring,391
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Tight_Tolerance,Yes,Zinc_Plating,No,None,Manually Deburred,259,8,2.94,No,Out_Of_Tolerance,Programming_Error,511
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,830,18,2.16,No,Incorrect_Engraving,Machine_Broke_Down,319
First 6:00AM-2:30PM,Steel,Mill,YCM_1,Standard,No,None,Yes,Bolts,Part_Deburred_On_Machine,2038,40,1.97,No,Missing_Feature,Incorrect_Print,655
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_3,Secondary_Operation,No,None,Yes,Dowel_Pins,Manually Deburred,2534,126,4.99,No,Incorrect_Hole_Size,Programming_Error,1795
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,No,None,No,None,Manually Deburred,2222,53,2.37,Yes,Thread_Defect,Measurement_Error,796
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Small_Wia,Secondary_Operation,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,2047,13,0.65,No,Dent,Programming_Error,576
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,Yes,Dowel_Pins,Manually Deburred,13,0,3.75,No,None,None,157
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Secondary_Operation,No,None,Yes,Screw,Part_Deburred_On_Machine,327,1,0.33,Yes,Out_Of_Tolerance,Careless_Deburring,148
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Big_Wia,Standard,No,None,No,None,Part_Deburred_On_Machine,799,38,4.77,Yes,Incorrect_Depth,Machine_Broke_Down,579
Second 1:30PM to 9:30PM,Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Gold_Anodize,No,None,Manually Deburred,2149,27,1.26,Yes,Scratches,Careless_Deburring,758
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_3,Standard,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,2838,55,1.95,No,Out_Of_Tolerance,Programming_Error,1122
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_3,Tight_Tolerance,No,None,No,None,Manually Deburred,182,6,3.04,Yes,Scratches,Operator_Mistake,185
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,Surface_Finish_Critical,No,None,No,None,Manually Deburred,1309,50,3.83,Yes,Damage_To_Surface,Incorrect_Tool_Used,757
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,High_Precision,Yes,Beadblast,No,None,Manually Deburred,2607,94,3.61,Yes,Scratches,Damaged_When_Shipped_To_Customer,1629
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_3,Standard,No,None,Yes,Fasteners,Manually Deburred,615,17,2.69,Yes,Material_Cut_Too_Small,Tool_On_Machine_Broke,378
First 6:00AM-2:30PM,Steel,Lathe,Big_Wia,Surface_Finish_Critical,Yes,Clear_Hard_Anodize,Yes,Screw,Manually Deburred,2018,60,2.98,No,Scratches,Damaged_When_Shipped_To_Customer,1237
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_1,Secondary_Operation,No,None,Yes,Hinge,Part_Deburred_On_Machine,2186,72,3.29,Yes,Missing_Feature,Part_Lifted_On_Machine,1071
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,No,None,Yes,Bolts,Manually Deburred,81,3,3.23,No,Scratches,Careless_Deburring,196
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Secondary_Operation,No,None,Yes,Screw,Part_Deburred_On_Machine,361,5,1.38,Yes,Incorrect_Hole_Size,Programming_Error,200
First 6:00AM-2:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Standard,No,None,No,None,Manually Deburred,2176,7,0.32,No,Missing_Feature,Machine_Broke_Down,198
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,NFX400A,Secondary_Operation,No,None,No,None,Manually Deburred,478,5,1.12,No,Incorrect_Hole_Size,Incorrect_Tool_Used,172
Second 1:30PM to 9:30PM,Steel,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Passivation,No,None,Part_Deburred_On_Machine,629,3,0.44,Yes,Missing_Feature,Programming_Error,424
Second 1:30PM to 9:30PM,Steel,Lathe,Miyano_BND,Secondary_Operation,Yes,Nickel_Plating,Yes,Screw,Part_Deburred_On_Machine,2430,71,2.93,Yes,Scratches,Operator_Mistake,1358
